Product Name,Name,Rating,Title,Date,Verified Purchase,Variant Details,Helpful Count,Review Body,Photo URLs,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",RAYAPATI ROHITH KUMAR,5,,26-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,"Good condition so far no problems after 4 months of purchase, video quality is nice, no problems with battery and installation. Easy to use and compatible enough for the price.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Vikrant,4,,19-Apr-26,Verified Purchase,Style Name: X3 Action Camera,4 people found this helpful,Click to play video The camera is at another level. I love shooting my bike rides with this. The only drawback is the non-replacable lens. Totally value for money. Has a decent battery life.,https://m.media-amazon.com/images/I/61FRMycHUrL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",madan mohan,3,,07-Jun-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,battery backup verry bad,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Dinesh D,5,,22-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Fits every camera bag without a separate case for it. Value for money is the best thing to describe this product. Needs a good lighting to shoot. Stability is most satisfying.,https://m.media-amazon.com/images/I/61VpySqKsML._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",amritha,5,,03-May-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,As of now it is good,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Hasina Khan,5,,30-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,jitna socha tha usse kahi jayada achcha hai..,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",nikhil,5,,30-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Good but long term use cause heating issue,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Om,5,,27-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Great product for beginners. For pro go for X4 or X5.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Manish Kumar,5,,27-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Extremely happy with the products,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Akshay Sakpal,3,,06-Mar-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,"I bought the Insta360 X3 from Amazon and initially loved the camera. The 360° footage and versatility are amazing and the stabilization works really well. For the first few days, the video quality was excellent. However, after about 4–5 days of use, the video quality suddenly dropped. Morning footage became overly white and overexposed, making it hard to see anything clearly. I also noticed the camera heats up quite a lot during use. Another downside is that the official accessories are very expensive, and cheaper third-party accessories don’t feel reliable enough to trust. When I checked the camera more closely, I noticed damage inside the lens. Because of this and the sudden change in video quality, I decided to return the camera to Amazon.",https://m.media-amazon.com/images/I/616rkCTR7YL._SY88.jpg | https://m.media-amazon.com/images/I/61XMXqlkhaL._SY88.jpg | https://m.media-amazon.com/images/I/61AoDJV1HWL._SY88.jpg | https://m.media-amazon.com/images/I/61nZMJ0wO4L._SY88.jpg | https://m.media-amazon.com/images/I/71CjSmfriwL._SY88.jpg | https://m.media-amazon.com/images/I/71M8Yy2Y+8L._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Sandipan Roy,5,,30-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,great Camera,https://m.media-amazon.com/images/I/71AoWnMshHL._SY88.jpg | https://m.media-amazon.com/images/I/7148VbI3AwL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",It did not deliver everything that was shown,5,,24-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Great product,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Hi,3,,05-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Too much costly,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Dr.Rohit Kumar,4,,11-Feb-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Nice camera,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Gowtham V,5,,07-Nov-25,Verified Purchase,Style Name: X3 Action Camera,57 people found this helpful,"Click to play video I'm blown away by the Insta360 X3! This action camera delivers on all fronts. The InstaOne app is a game-changer, with tons of features to edit and enhance your footage in post-production. Seamless connectivity with the camera makes it a breeze to use.  I put the X3 through its paces, testing it in scorching sun and pouring rain. To my surprise, it performed flawlessly well with perfect stabilisation to the videos and the images i could snapshot in the application! The waterproofing and heat resistance are top-notch with its compatible size and it sure is made from durable material to withstand heat and rain!!  The menu is intuitive, with numerous modes to experiment with. Daily functions are a snap to navigate.  And the price? Unbeatable! I snagged it for ₹26k during the Great Indian Sale - what a steal!  If you're looking for a powerful, feature-rich action camera, look no further than the Insta360 X3. Five stars, hands down!",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Rala pradap,3,,22-Feb-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Heating noticed just in the very first usage. And all you need to do is to protect your lens. Get the lens guard.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Roger Dss Himanshu,4,,03-Dec-25,Verified Purchase,Style Name: X3 Action Camera,3 people found this helpful,"Nice, picture quality is excellent, battery is als good as per the battery mAh & the internal editing features as excellent.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Rajnish pal,5,,02-Mar-26,Verified Purchase,Style Name: X3 Action Camera,2 people found this helpful,I loved it my 1st Action camera Insta 360x3 go for it it's amazing thanks Amazon,https://m.media-amazon.com/images/I/61BH6sBXpFL._SY88.jpg | https://m.media-amazon.com/images/I/61u8S+CZmsL._SY88.jpg | https://m.media-amazon.com/images/I/71aMTKEuLHL._SY88.jpg | https://m.media-amazon.com/images/I/71qF7ndXMKL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Manu B.,5,,21-Feb-26,Verified Purchase,Style Name: X3 Action Camera,6 people found this helpful,"bought for 30k, Now it's 25k in less than a month. that's more than the emi I took. Product is good and fun",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",PRADEEP COORG,2,,24-Apr-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,"this one is not good as much as the previous one that i was using earlier. This product is malfunctioning many times, have lot of heating issues. And the it'll take long time to get power on. I strongly recommend not buy from here.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Kindle Customer,5,,24-Feb-26,Verified Purchase,Style Name: X3 Action Camera,One person found this helpful,Excellent product,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Ved Parkash,5,,25-Feb-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Awesome,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Irfan khan Yousafzai,3,,29-Oct-25,Verified Purchase,Style Name: X3 Action Camera,2 people found this helpful,"The Insta360 X3 is an awesome camera! 🔥 The video quality, stabilization, and overall performance are top-notch. It feels super premium in hand and gives that professional touch to every shot.  However, there’s one drawback — if you use accessories like lens guards or camera cases, the results won’t look good. The split lines or reflections become visible in your footage, which really affects the overall output. So, I’d recommend not buying such accessories — they’ll just waste your money.  Other than that, the camera itself is perfect! 💯",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Jaideep,5,,13-Feb-26,Verified Purchase,Style Name: X3 Action Camera,6 people found this helpful,Click to play video Video quality is superb. Best for motovlogs and other adventure activities. Its app has so much to explore. It totally depends upon how creative you are.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Karan Nair,4,,14-Aug-25,Verified Purchase,Style Name: X3 Action Camera,2 people found this helpful,- Clarity is okay not too bad. - Features are awesome. - Wide angle and 360 view are key features. - Video stability is good.  Good for beginners or those who only want to use for personal use.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Ahmad Nasikkar,2,,25-Mar-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,3 mahine bhi nahi hue aur wifi error bata raha hai aur ye india me banta bhi nahi aur china return bhejhna hai to minimum charges 9k-10k custome duty extra To soch samajh k lo,https://m.media-amazon.com/images/I/71lSOeuCTML._SY88.jpg | https://m.media-amazon.com/images/I/715MSGhKaUL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Amazon Customer,4,,28-Oct-23,Verified Purchase,Style Name: X3 Action Camera,13 people found this helpful,okay so I was first sceptical to buy from Amazon but I got the shield box and it doesn't has any scratches or fingerprint marks so I am using it for almost 2 weeks bought it in sale. as a creator I know how to use this thing and edit but if you are a normal person I think you will feel difficulty to use it and edit also. also I have seen so many people writing that it gets hot and it is true it does get hot but as a creator I would like to tell you that this is a very small camera and it is recording a 360 degree video in 5.7 k so it is obviously it will get hot okay even my Sony mirrorless camera get hot when I use it in 4K mode so do not think that it will not get hot. also do not compare the image quality with the DSLR or mirrorless camera but the image quality is good according to me for a 360 camera so if we are a vlogger or anything like a creator you can go for it. the only cons is it gets hot. also you need to buy a selfie stick and memory card along with the camera,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Pramaan Marketing,5,,24-Jan-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Good one,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Mirajul sk,4,,16-Oct-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Nice,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Zala D.,4,,17-Oct-25,Verified Purchase,Style Name: X3 Action Camera,One person found this helpful,Best,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",RajendraKumar,4,,14-Oct-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Good,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Gazala mk,4,,01-Oct-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Vfm product Worth every bit,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Anand C.,4,,10-Oct-22,Verified Purchase,Style Name: X3 Action Camera,32 people found this helpful,"I recieved the X3 today havent used it to take pictures of videos yet. However i am here to express shortcomings i see. A charger should be included in the package it required 5V 3A and all my mobilephone have less Amp. A memory card also should be included since it doesnt upgrade without one nor has internal memory. I got the camera but have ti wait until i get other stuff.  Lens pops out and only while handling for the 1st time i have a fear id scratch the lens cover. Absolutely no protection for the lens at least the rear one must be protected somehow. How do i even place the camera on the table??  The side grip could have been a non slippery silicon feel rather than hard plastic with knurled surface.  The product is heavier than my phone or a small digital camera.  Without using the product, above areas i feel should see improvement.  So on day 3 when i fully setup the camera with the bike mount, memory card and tried some shooting modes, its a fun thing but somehow i feel clarity is an issue. I have used it mostly during the night may be thats one reason.  Another very important suggestion for the manufacturer is the 1/8"" insert to fit the stick or mount on the stand, must be replaceable otherwise the camera will be on no use.",https://m.media-amazon.com/images/I/61Yz957dVAL._SY88.jpg | https://m.media-amazon.com/images/I/71HzBwbrKoL._SY88.jpg | https://m.media-amazon.com/images/I/61ZoofSNpVL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Amazon Customer,5,,02-Dec-25,Verified Purchase,Style Name: X3 Action Camera,4 people found this helpful,Click to play video V good product as i expected...if we buy offline the price is Lil high..so y shud we not but online itself...guys jus go ahead dis is very good for beginner blogger.thank you amazon,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Jagannath Maity,4,,06-Jul-25,Verified Purchase,Style Name: X3 Action Camera,3 people found this helpful,Product is good but you must need some protection for lens. Facing heating issues.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Manjit,5,,21-Aug-24,Verified Purchase,Style Name: X3 Action Camera,6 people found this helpful,"If anyone forced me to chose between a GoPro and an Insta360 camera, I would chose Insta360 with my eyes closed. The video quality, video stabilization, 360 degree POV, noise reduction everything is really awesome. The only downside of this camera is its battery backup which is low when shot on 5k and above. We have to carry an extra set of batteries and also basic accessories like lens protector and other mounts are not there which should be in the box as we are paying a lot for it.  Anyways, the camera is really good and I am thinking of using only this while recording all my videos from now on.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Mukesh,5,,09-Oct-25,Verified Purchase,Style Name: X3 Action Camera,One person found this helpful,Picture quality top notch unexpected 😲 but only the problem battery backup but you buy a additional battery this is the one of the best 360 cam,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",LR,3,,26-Apr-23,Verified Purchase,Style Name: X3 Action Camera,9 people found this helpful,"Like: Captures 360 content no need to focus or fear or missing any detail compared to normal camera.  Dislikes: 1. Huge data is generated even with small recordings in 360 2. No open formats or standards for sharing these 360 photo and videos, suggestion just make a viewer app on mobile so that we can forward these pics to frnds and they can open it. 3. It heats up a lot 4. Need to design software for bon pros for editing as simple as insta or other photo editing apps. 5. Desktop editing app is not at all feature rich 6. Uses memory card for storage not reliable medium, i used to transfer data via camera to pc and it got corrupted. 7. Files cannot be renamed and they have to follow a format or you loose data(it should be just one file why are there 2 files) 8. Its a little socially awkward to carry this as a flag pole while capturing things. 9. Selfie stick seems to be mandatory to be bought with this(security checks at places may have different views on such items to be carried) 10. Its pricy, but understandable cause of RnD and its a new nice form to capture memories.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Ravindra Chouhan,3,,13-Oct-25,Verified Purchase,Style Name: X3 Action Camera,3 people found this helpful,😎,https://m.media-amazon.com/images/I/7141dNUS79L._SY88.jpg | https://m.media-amazon.com/images/I/71npekZZ94L._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Parimal,5,,13-Oct-25,Verified Purchase,Style Name: X3 Action Camera,2 people found this helpful,Camera quality good Functionality good Ease to installs battery quality great Stability great video quality good,https://m.media-amazon.com/images/I/71jVOWvb1CL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Yash Parasrampuria,5,,01-Oct-25,Verified Purchase,Style Name: X3 Action Camera,3 people found this helpful,Its a very nice camera but have to be very careful with the lenses get all the sturdy mounts for it,https://m.media-amazon.com/images/I/71JIjs2SPXL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Nicky lyngwa,3,,25-Sep-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Overheating while charging why?,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Arunava Roy,4,,15-Jun-23,Verified Purchase,Style Name: X3 Action Camera,24 people found this helpful,"Everything is fine with this exceptional hybrid choice of the 360 cam and action cam. However, I have noticed a heating problem. I'm not sure if this is normal or not. The weather here is currently 38℃ outside, so I'm afraid to test it outdoors. Indoors, the camera gets really hot (assumed 40-50℃/more) after continuous shooting for 30 minutes at 5k, 30fps, highest bitrate, and log mode. I thought a firmware update might help with this issue, but the heating problem persists.  I would give it a 5-star rating if not for this issue.",https://m.media-amazon.com/images/I/61Hka0QesOL._SY88.jpg | https://m.media-amazon.com/images/I/61TuqIDQ0KL._SY88.jpg | https://m.media-amazon.com/images/I/81JHVTv-YpL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Genuine Feedback.,1,,03-May-26,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Not at all satisfied service of the product. Suggested don’t go for it.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",JOEL ROBERTS,5,,09-Dec-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Click to play video Amazing 🤩,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Manu,5,,12-Oct-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,I was absolutely good,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",siva,5,,22-Oct-25,Verified Purchase,Style Name: X3 Action Camera,7 people found this helpful,Click to play video Superb camera at this budget build and camera quality ultimate. I'm happy with this product.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Akashkrishna,5,,11-Oct-25,Verified Purchase,Style Name: X3 Action Camera,One person found this helpful,Very good 360 camera,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",sunirmal,5,,27-Sep-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Super 👍 i am so happy 😊,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Rakshith a Jakati,5,,29-Sep-24,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,"The product was packed good and received it in time, more over it was an original product , and the rest is your choice as i this 360 degree camera has its unique use in taking videos and images. Excellent product and must buy if you are a solo traveller, as you no need to depend on any one to take videos and images as its a 360 degree camera.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",saravanesh,4,,21-Oct-23,Verified Purchase,Style Name: X3 Action Camera,2 people found this helpful,Product is make us feel little weight and it's get heated if we use for 15 mints. I haven't went trip still but till not when I checked it was working good. Also while ordering order memory card of atleast 256 gb too if you don't have any memory. Without memory card it won't record or capture pictures.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Kedar Anil Gadgil,4,,30-Apr-23,Verified Purchase,Style Name: X3 Action Camera,21 people found this helpful,"What can I say? What a superb product! I am extremely happy with it. Bar one small thing: The phone app is more powerful, with more features, auto functions, music, reframing options, etc. than the desktop/laptop one. We old people find this not just very difficult to use, but also rather odd. Why not have the same features in both? Not everyone can edit videos accurately on a small screen with fat fingers and weak eyesight.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Ayush Choudhary,4,,11-Mar-25,Verified Purchase,Style Name: X3 Action Camera,3 people found this helpful,Good camera,https://m.media-amazon.com/images/I/61b3J4J1k1L._SY88.jpg | https://m.media-amazon.com/images/I/61RGblr8qFL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Chandru Varadarajan,5,,12-Aug-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Much awaited one nyc product with wonderful offer,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",David Titus Varghese,5,,06-Nov-24,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,"Love the camera. Eassy to use. Best for solo travel.  The biggest drawback is : if I scratch the lense, the camera is done for. I really wish if there was a built in lease guard like GoPro which can be easily replaced.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",rohit tiwari,5,,24-Jul-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Great product quick Delivery... Awesome,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Placeholder,5,,08-Dec-22,Verified Purchase,Style Name: X3 Action Camera,12 people found this helpful,"Click to play video I had wanted an action cam, a 360 cam and a drone to take on my trip to bali. But it was impractical and expensive to buy all three. I did some research and came across insta360 x3 which was just launched and reviewers were swearing by it. So I thought this just might be one device to carry on my trip that would do it all. And yes it did. The hardware is an upgrade to the already proven x2 but it was the software the app that really blew my mind. The ability to shoot carelessly and frame later was a game changer sets it apart from the competition",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Vishwas Vishwa,1,,19-Jan-26,Verified Purchase,Style Name: X3 Action Camera,3 people found this helpful,"The camera started heating excessively even during basic setup and idle use without recording. The body becomes uncomfortable to hold within a few minutes, which is not expected from a brand-new device. This issue was noticed on the first day itself. Buyers are advised to check the unit thoroughly upon delivery.",https://m.media-amazon.com/images/I/71whRdyIzML._SY88.jpg | https://m.media-amazon.com/images/I/61MKxsXRMFL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Shashi tanti,4,,02-Nov-24,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,Quality of the video is not that great.,No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",prathameshdhavale,5,,19-Feb-23,Verified Purchase,Style Name: X3 Action Camera,4 people found this helpful,"Fyi- if you see pics attached, Lens protector and aluminium frame in pic are other accessories purchased differently and does not come with box  About cam Its best decision i have made and don’t forget to buy compatible card with this cam as this doesn’t have its own internal memory.  Battery backup is about 2 hours real time use.  Insta 360 app is unbelievable! Lots of video editing ideas and tool already present in that app!",https://m.media-amazon.com/images/I/61NsXWKJk5L._SY88.jpg | https://m.media-amazon.com/images/I/61ykaD+5G9L._SY88.jpg | https://m.media-amazon.com/images/I/61Btt3cSEeL._SY88.jpg | https://m.media-amazon.com/images/I/61sS19vEEUL._SY88.jpg,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Rahul Thakur,5,,03-Dec-23,Verified Purchase,Style Name: X3 Action Camera,One person found this helpful,"I have used it as action camera and travel vlogging. It is better than the action cameras. The option to choose the frame in post, from 360 degree video, is a must. It also brings in numerous possibilities in general vlogging as well. There is no compromise in video quality even if you are shooting in 360 degree mode.",No Photos,,,,,,,,,
"insta360 X3 Action Camera, 1/2"" Sensor, 5.7K 360 Capture, Optical Zoom 3X, 72 MP 360 Photo, 4K Single Lens Mode, Black",Mangat Singh,5,,02-May-25,Verified Purchase,Style Name: X3 Action Camera,0 people found this helpful,My dream 360 camera light quality Value for money,No Photos,,,,,,,,,
